id,order_id,order_date,customer_id,product_name,category_name,quantity,unit_price,line_total
1320,383,2023-01-10T00:26:22,60,Necesidad Air,Accesorios,1,723.33,723.33
1321,383,2023-01-10T00:26:22,60,Río Lite,Impresoras,2,1980.15,3960.3
12360,3503,2023-01-10T00:37:14,14,Diferencia Max,Portátiles,1,849.61,849.61
12361,3503,2023-01-10T00:37:14,14,Precio Lite,Redes,3,253.09,759.27
1926,555,2023-01-10T01:59:40,128,Entrada X,Impresoras,2,1508.05,3016.1
1927,555,2023-01-10T01:59:40,128,Cuadro Ultra,Redes,1,1012.63,1012.63
1928,555,2023-01-10T01:59:40,128,Mujeres Air,Cámaras,3,1883.39,5650.17
1929,555,2023-01-10T01:59:40,128,Base Air,Auriculares,3,1109.51,3328.5299999999997
1930,555,2023-01-10T01:59:40,128,Exterior Plus,Teclados,1,1842.32,1842.32
1931,555,2023-01-10T01:59:40,128,Bastante Air,Portátiles,1,231.54,231.54
12176,3453,2023-01-10T03:38:10,109,Tras Lite,Redes,3,730.45,2191.3500000000004
12177,3453,2023-01-10T03:38:10,109,Fuerzas Elite,Monitores,2,1143.99,2287.98
12178,3453,2023-01-10T03:38:10,109,Políticos Max,Auriculares,2,428.04,856.08
12179,3453,2023-01-10T03:38:10,109,Da Z,Altavoces,3,1259.61,3778.83
12180,3453,2023-01-10T03:38:10,109,Cómo Lite,Accesorios,2,1961.82,3923.64
12181,3453,2023-01-10T03:38:10,109,Pp X,Portátiles,3,96.46,289.38
19662,5573,2023-01-10T05:56:17,47,Quizá Essential,Accesorios,1,1706.15,1706.15
19663,5573,2023-01-10T05:56:17,47,Lugar Plus,Tablets,3,1617.95,4853.85
8555,2425,2023-01-10T09:17:12,132,Noviembre Z,Componentes,2,1991.89,3983.78
8556,2425,2023-01-10T09:17:12,132,Después Essential,Tablets,1,577.64,577.64
8557,2425,2023-01-10T09:17:12,132,Construcción Essential,Portátiles,1,808.31,808.31
8558,2425,2023-01-10T09:17:12,132,Radio Air,Almacenamiento,1,1200.08,1200.08
8559,2425,2023-01-10T09:17:12,132,Ex Plus,Accesorios,2,686.34,1372.68
8560,2425,2023-01-10T09:17:12,132,Español Plus,Impresoras,1,1584.57,1584.57
9281,2627,2023-01-10T23:21:58,81,Juego X,Tablets,3,978.47,2935.41
9282,2627,2023-01-10T23:21:58,81,Grande Pro,Accesorios,3,1740.69,5222.07
9283,2627,2023-01-10T23:21:58,81,Tras Lite,Redes,2,730.45,1460.9
9284,2627,2023-01-10T23:21:58,81,Político X,Cámaras,1,148.46,148.46
9285,2627,2023-01-10T23:21:58,81,Dios Z,Teclados,1,993.8,993.8
19823,5618,2023-01-11T00:30:11,133,Mira Lite,Smartphones,2,151.27,302.54
19824,5618,2023-01-11T00:30:11,133,Internacional Pro,Tablets,3,1066.93,3200.79
19825,5618,2023-01-11T00:30:11,133,Aún Max,Monitores,3,1761.4,5284.200000000001
19826,5618,2023-01-11T00:30:11,133,Argentina Z,Smartphones,2,1990.34,3980.68
2840,810,2023-01-11T05:36:09,110,Mi Air,Teclados,2,1194.94,2389.88
2841,810,2023-01-11T05:36:09,110,Investigación X,Accesorios,1,1000.35,1000.35
2842,810,2023-01-11T05:36:09,110,Has Elite,Accesorios,3,1938.71,5816.13
2843,810,2023-01-11T05:36:09,110,Lleva Max,Componentes,1,887.23,887.23
2844,810,2023-01-11T05:36:09,110,Cualquier Ultra,Cámaras,2,450.92,901.84
6021,1706,2023-01-11T10:44:26,121,Fuerzas Elite,Monitores,2,1143.99,2287.98
6022,1706,2023-01-11T10:44:26,121,Especie Plus,Cámaras,3,25.37,76.11
6023,1706,2023-01-11T10:44:26,121,Casi Elite,Ratones,1,343.89,343.89
6024,1706,2023-01-11T10:44:26,121,Familia Essential,Auriculares,1,146.88,146.88
6025,1706,2023-01-11T10:44:26,121,Pie Z,Teclados,3,1835.76,5507.28
6026,1706,2023-01-11T10:44:26,121,Mañana Ultra,Cámaras,1,1327.25,1327.25
12282,3478,2023-01-11T17:38:25,107,Edad Pro,Monitores,2,547.45,1094.9
12283,3478,2023-01-11T17:38:25,107,Local X,Ratones,1,1072.9,1072.9
4997,1417,2023-01-12T02:01:37,113,López Plus,Impresoras,1,1397.85,1397.85
4998,1417,2023-01-12T02:01:37,113,Economía Max,Accesorios,3,1740.5,5221.5
4999,1417,2023-01-12T02:01:37,113,Porque Ultra,Impresoras,1,573.16,573.16
5000,1417,2023-01-12T02:01:37,113,Flores Z,Componentes,3,135.79,407.37
9511,2694,2023-01-12T05:25:45,86,Participación Z,Smartphones,2,1020.24,2040.48
9512,2694,2023-01-12T05:25:45,86,Pasa Ultra,Accesorios,2,1976.93,3953.86
9513,2694,2023-01-12T05:25:45,86,Música Plus,Monitores,3,1764.44,5293.32
9514,2694,2023-01-12T05:25:45,86,Obstante Z,Auriculares,1,1952.64,1952.64
9539,2703,2023-01-12T06:44:43,172,Interés Air,Smartphones,2,388.91,777.82
11973,3392,2023-01-12T07:48:01,31,Medios Z,Smartphones,2,1460.85,2921.7
11974,3392,2023-01-12T07:48:01,31,Política Pro,Smartphones,3,151.0,453.0
11975,3392,2023-01-12T07:48:01,31,Personal Air,Componentes,2,1960.08,3920.16
7358,2084,2023-01-12T13:30:23,143,Grande Pro,Accesorios,1,1740.69,1740.69
7359,2084,2023-01-12T13:30:23,143,Cuya Ultra,Monitores,2,687.26,1374.52
7360,2084,2023-01-12T13:30:23,143,Principal Max,Altavoces,1,310.2,310.2
7361,2084,2023-01-12T13:30:23,143,Imagen X,Accesorios,2,208.42,416.84
16547,4678,2023-01-12T19:32:23,247,Asunto Lite,Ratones,3,848.9,2546.7
16548,4678,2023-01-12T19:32:23,247,Dio Elite,Almacenamiento,1,1651.6,1651.6
16549,4678,2023-01-12T19:32:23,247,Dio Elite,Almacenamiento,1,1651.6,1651.6
16550,4678,2023-01-12T19:32:23,247,Seis Elite,Teclados,1,1851.88,1851.88
16551,4678,2023-01-12T19:32:23,247,Casi Elite,Ratones,2,343.89,687.78
16552,4678,2023-01-12T19:32:23,247,Cinco Air,Tablets,1,39.36,39.36
153,48,2023-01-13T05:16:10,199,Quiere Elite,Auriculares,1,818.68,818.68
154,48,2023-01-13T05:16:10,199,Naturaleza Air,Almacenamiento,3,995.97,2987.91
155,48,2023-01-13T05:16:10,199,Deben Essential,Smartphones,1,1060.06,1060.06
156,48,2023-01-13T05:16:10,199,Queda Lite,Portátiles,2,319.39,638.78
157,48,2023-01-13T05:16:10,199,Ni Plus,Teclados,2,574.72,1149.44
158,48,2023-01-13T05:16:10,199,Uso X,Tablets,2,110.66,221.32
2202,630,2023-01-13T05:34:28,245,Suelo Essential,Smartphones,3,1112.29,3336.87
2203,630,2023-01-13T05:34:28,245,Español Plus,Impresoras,2,1584.57,3169.14
2204,630,2023-01-13T05:34:28,245,Amigos Elite,Teclados,3,445.48,1336.44
2205,630,2023-01-13T05:34:28,245,Pasó Essential,Teclados,2,10.8,21.6
3125,886,2023-01-13T06:36:59,137,El X,Smartphones,2,1742.32,3484.64
3126,886,2023-01-13T06:36:59,137,Les Max,Componentes,1,1374.73,1374.73
3127,886,2023-01-13T06:36:59,137,Española Z,Software,1,1107.15,1107.15
15642,4422,2023-01-13T08:08:04,9,Semana Essential,Componentes,1,1258.63,1258.63
15643,4422,2023-01-13T08:08:04,9,Valores Air,Auriculares,2,771.25,1542.5
15644,4422,2023-01-13T08:08:04,9,Visita Ultra,Auriculares,1,1817.23,1817.23
12559,3560,2023-01-13T11:20:19,60,Clase Pro,Auriculares,1,535.32,535.32
12560,3560,2023-01-13T11:20:19,60,Pone Pro,Almacenamiento,1,1001.76,1001.76
12561,3560,2023-01-13T11:20:19,60,Contra Air,Portátiles,2,472.99,945.98
12562,3560,2023-01-13T11:20:19,60,Niños Elite,Almacenamiento,2,1984.58,3969.16
5764,1642,2023-01-13T13:18:46,149,Imagen X,Accesorios,3,208.42,625.26
5765,1642,2023-01-13T13:18:46,149,Ya X,Teclados,3,810.77,2432.31
5766,1642,2023-01-13T13:18:46,149,Curso Plus,Impresoras,1,1867.99,1867.99
5767,1642,2023-01-13T13:18:46,149,Asunto Lite,Ratones,3,848.9,2546.7
5768,1642,2023-01-13T13:18:46,149,Toda X,Componentes,1,797.64,797.64
5769,1642,2023-01-13T13:18:46,149,Casa Elite,Auriculares,1,537.74,537.74
19191,5431,2023-01-13T22:44:48,47,Resultados Ultra,Auriculares,3,1311.4,3934.2000000000003
19192,5431,2023-01-13T22:44:48,47,Pueda Plus,Cámaras,3,114.68,344.04
19193,5431,2023-01-13T22:44:48,47,Fuentes Lite,Impresoras,1,1152.38,1152.38
4868,1383,2023-01-14T02:20:40,187,Mejor X,Impresoras,2,1262.59,2525.18
4869,1383,2023-01-14T02:20:40,187,Entre Essential,Auriculares,2,1197.17,2394.34
15109,4273,2023-01-14T04:06:35,44,Lleva Max,Componentes,2,887.23,1774.46
15110,4273,2023-01-14T04:06:35,44,Trata Max,Software,2,1692.28,3384.56
15111,4273,2023-01-14T04:06:35,44,Piel Ultra,Accesorios,2,1842.64,3685.28
15112,4273,2023-01-14T04:06:35,44,Naturaleza Air,Almacenamiento,3,995.97,2987.91
6776,1922,2023-01-14T06:09:57,17,Luego Lite,Tablets,3,967.89,2903.67
6777,1922,2023-01-14T06:09:57,17,Precio Lite,Redes,3,253.09,759.27
6778,1922,2023-01-14T06:09:57,17,Modelo Essential,Impresoras,1,459.11,459.11
13340,3777,2023-01-14T18:22:26,193,Haber Ultra,Auriculares,2,1890.64,3781.28
12231,3466,2023-01-14T18:27:50,115,Demasiado Elite,Cámaras,1,267.07,267.07
12232,3466,2023-01-14T18:27:50,115,Mismos Lite,Software,3,1480.19,4440.57
12233,3466,2023-01-14T18:27:50,115,Distintas Air,Teclados,2,677.01,1354.02
12234,3466,2023-01-14T18:27:50,115,Cómo Lite,Accesorios,2,1961.82,3923.64
20149,5715,2023-01-15T04:01:13,122,Torno Plus,Accesorios,3,1091.42,3274.26
20150,5715,2023-01-15T04:01:13,122,Última Essential,Smartphones,1,205.84,205.84
20151,5715,2023-01-15T04:01:13,122,Construcción Essential,Portátiles,2,808.31,1616.62
20152,5715,2023-01-15T04:01:13,122,Necesidad Air,Accesorios,1,723.33,723.33
10603,3012,2023-01-15T04:29:05,169,Líder Plus,Cámaras,1,395.86,395.86
10604,3012,2023-01-15T04:29:05,169,Zona X,Monitores,3,498.53,1495.59
10605,3012,2023-01-15T04:29:05,169,Dan Air,Ratones,2,1342.21,2684.42
10606,3012,2023-01-15T04:29:05,169,Unidad Lite,Smartphones,3,621.94,1865.8200000000002
10607,3012,2023-01-15T04:29:05,169,Pequeña Pro,Monitores,3,700.93,2102.79
10608,3012,2023-01-15T04:29:05,169,Amigos Elite,Teclados,2,445.48,890.96
10217,2907,2023-01-15T06:34:22,194,Mundial Max,Altavoces,3,1580.55,4741.65
10218,2907,2023-01-15T06:34:22,194,Pequeña Pro,Monitores,2,700.93,1401.86
10219,2907,2023-01-15T06:34:22,194,Mal X,Smartphones,2,1845.63,3691.26
10220,2907,2023-01-15T06:34:22,194,Manos Max,Cámaras,3,1843.85,5531.549999999999
10221,2907,2023-01-15T06:34:22,194,Informe Pro,Altavoces,1,1314.45,1314.45
4889,1389,2023-01-15T13:05:21,143,R Lite,Tablets,1,145.23,145.23
4890,1389,2023-01-15T13:05:21,143,Tengo Lite,Ratones,3,1858.48,5575.4400000000005
4891,1389,2023-01-15T13:05:21,143,Opinión Lite,Auriculares,3,462.91,1388.73
4892,1389,2023-01-15T13:05:21,143,Diario Essential,Ratones,3,976.42,2929.2599999999998
4893,1389,2023-01-15T13:05:21,143,Hacía Elite,Almacenamiento,1,1089.75,1089.75
4894,1389,2023-01-15T13:05:21,143,J Z,Accesorios,2,261.22,522.44
13909,3936,2023-01-15T14:18:52,206,Distintas Air,Teclados,2,677.01,1354.02
13910,3936,2023-01-15T14:18:52,206,Encontrar Lite,Altavoces,3,121.77,365.31
13911,3936,2023-01-15T14:18:52,206,Investigación X,Accesorios,3,1000.35,3001.05
13912,3936,2023-01-15T14:18:52,206,Largo Z,Tablets,2,504.82,1009.64
13913,3936,2023-01-15T14:18:52,206,Personas Air,Componentes,2,968.87,1937.74
13914,3936,2023-01-15T14:18:52,206,Dan Air,Ratones,3,1342.21,4026.63
11689,3313,2023-01-15T18:05:28,95,Haya Max,Redes,1,1771.96,1771.96
11690,3313,2023-01-15T18:05:28,95,Persona Z,Auriculares,3,852.91,2558.73
9496,2690,2023-01-15T18:25:51,184,Dios Z,Teclados,1,993.8,993.8
9497,2690,2023-01-15T18:25:51,184,Niveles Max,Cámaras,1,758.62,758.62
9498,2690,2023-01-15T18:25:51,184,Aquellas Plus,Teclados,1,1357.85,1357.85
4769,1350,2023-01-15T21:06:59,213,Imagen X,Accesorios,2,208.42,416.84
17532,4963,2023-01-15T23:08:39,125,Explicó Essential,Cámaras,3,1530.67,4592.01
17533,4963,2023-01-15T23:08:39,125,Les Max,Componentes,3,1374.73,4124.1900000000005
17534,4963,2023-01-15T23:08:39,125,Volver Ultra,Portátiles,1,1620.76,1620.76
17535,4963,2023-01-15T23:08:39,125,Les Max,Componentes,1,1374.73,1374.73
6964,1976,2023-01-16T00:56:22,111,Amor Ultra,Ratones,1,1133.13,1133.13
6965,1976,2023-01-16T00:56:22,111,Madrid Essential,Software,3,1065.8,3197.3999999999996
6966,1976,2023-01-16T00:56:22,111,Prensa Air,Teclados,2,1697.54,3395.08
6967,1976,2023-01-16T00:56:22,111,Interés Air,Smartphones,2,388.91,777.82
6968,1976,2023-01-16T00:56:22,111,Mediante Z,Altavoces,3,1623.81,4871.43
6969,1976,2023-01-16T00:56:22,111,Viaje Max,Ratones,3,935.41,2806.23
18798,5320,2023-01-16T02:54:18,232,Mis Max,Componentes,3,1173.26,3519.7799999999997
11512,3268,2023-01-16T07:43:54,26,Idea Max,Cámaras,1,876.99,876.99
11513,3268,2023-01-16T07:43:54,26,Interés Air,Smartphones,2,388.91,777.82
11514,3268,2023-01-16T07:43:54,26,Especie Plus,Cámaras,2,25.37,50.74
6031,1708,2023-01-16T08:48:14,45,Cama Air,Almacenamiento,1,1306.49,1306.49
6032,1708,2023-01-16T08:48:14,45,Imagen X,Accesorios,2,208.42,416.84
6033,1708,2023-01-16T08:48:14,45,Profesional Air,Almacenamiento,1,1628.99,1628.99
6034,1708,2023-01-16T08:48:14,45,Uso X,Tablets,2,110.66,221.32
6035,1708,2023-01-16T08:48:14,45,Cantidad Elite,Teclados,2,477.38,954.76
6036,1708,2023-01-16T08:48:14,45,Plan Z,Auriculares,3,1852.26,5556.78
16063,4533,2023-01-16T10:16:24,32,Posibilidad Plus,Impresoras,1,38.15,38.15
16064,4533,2023-01-16T10:16:24,32,Función Lite,Accesorios,2,927.68,1855.36
2995,849,2023-01-16T10:54:53,100,Niveles Max,Cámaras,1,758.62,758.62
2996,849,2023-01-16T10:54:53,100,Trabajo Elite,Impresoras,3,129.85,389.54999999999995
2997,849,2023-01-16T10:54:53,100,Seis Elite,Teclados,1,1851.88,1851.88
2998,849,2023-01-16T10:54:53,100,Jorge Max,Smartphones,3,1527.39,4582.17
2999,849,2023-01-16T10:54:53,100,Radio Air,Almacenamiento,2,1200.08,2400.16
3000,849,2023-01-16T10:54:53,100,Trabajo Elite,Impresoras,2,129.85,259.7
17076,4834,2023-01-16T18:03:26,232,Cuanto Elite,Redes,3,1133.5,3400.5
17077,4834,2023-01-16T18:03:26,232,Dónde Plus,Componentes,2,288.15,576.3
17078,4834,2023-01-16T18:03:26,232,Zona X,Monitores,2,498.53,997.06
17079,4834,2023-01-16T18:03:26,232,Ahí Z,Altavoces,1,904.96,904.96
753,219,2023-01-17T00:45:59,114,Suelo Essential,Smartphones,1,1112.29,1112.29
754,219,2023-01-17T00:45:59,114,Informe Pro,Altavoces,2,1314.45,2628.9
755,219,2023-01-17T00:45:59,114,Esas Pro,Portátiles,1,655.31,655.31
17915,5069,2023-01-17T03:35:31,64,Construcción Essential,Portátiles,3,808.31,2424.93
