Fecha,ID_Producto,Producto,Cantidad,PrecioUnitario,Total,Region
2025-03-27,106,Mouse,5,180,900,Cusco
2025-03-09,102,Escritorio,7,850,5950,Arequipa
2025-03-10,104,Monitor,5,1200,6000,Cusco
2025-03-06,102,Escritorio,14,850,11900,Trujillo
2025-03-09,105,Teclado,2,250,500,Arequipa
2025-03-25,102,Escritorio,12,850,10200,Lima
2025-03-15,106,Mouse,1,180,180,Arequipa
2025-03-15,102,Escritorio,15,850,12750,Trujillo
2025-03-08,106,Mouse,9,180,1620,Cusco
2025-03-17,102,Escritorio,8,850,6800,Lima
2025-03-15,106,Mouse,9,180,1620,Cusco
2025-03-04,106,Mouse,8,180,1440,Lima
2025-03-07,105,Teclado,15,250,3750,Arequipa
2025-03-12,105,Teclado,13,250,3250,Arequipa
2025-03-02,101,Silla,1,350,350,Lima
2025-03-14,101,Silla,11,350,3850,Arequipa
2025-03-11,106,Mouse,3,180,540,Trujillo
2025-03-15,106,Mouse,8,180,1440,Cusco
2025-03-12,103,Laptop,7,3200,22400,Trujillo
2025-03-06,101,Silla,8,350,2800,Cusco
2025-03-01,104,Monitor,11,1200,13200,Arequipa
2025-03-26,103,Laptop,5,3200,16000,Trujillo
2025-03-08,106,Mouse,4,180,720,Arequipa
2025-03-27,106,Mouse,5,180,900,Trujillo
2025-03-26,103,Laptop,11,3200,35200,Trujillo
2025-03-27,105,Teclado,5,250,1250,Lima
2025-03-24,103,Laptop,5,3200,16000,Trujillo
2025-03-11,106,Mouse,4,180,720,Lima
2025-03-16,104,Monitor,6,1200,7200,Arequipa
2025-03-03,103,Laptop,13,3200,41600,Cusco
2025-03-24,101,Silla,13,350,4550,Trujillo
2025-03-22,104,Monitor,10,1200,12000,Trujillo
2025-03-27,103,Laptop,12,3200,38400,Cusco
2025-03-11,105,Teclado,7,250,1750,Trujillo
2025-03-26,101,Silla,1,350,350,Arequipa
2025-03-15,106,Mouse,4,180,720,Cusco
2025-03-19,102,Escritorio,3,850,2550,Trujillo
2025-03-17,106,Mouse,5,180,900,Cusco
2025-03-03,106,Mouse,3,180,540,Lima
2025-03-06,105,Teclado,3,250,750,Arequipa
2025-03-24,103,Laptop,2,3200,6400,Cusco
2025-03-16,103,Laptop,6,3200,19200,Cusco
2025-03-15,106,Mouse,4,180,720,Arequipa
2025-03-13,102,Escritorio,8,850,6800,Trujillo
2025-03-03,101,Silla,5,350,1750,Cusco
2025-03-14,102,Escritorio,15,850,12750,Cusco
2025-03-06,102,Escritorio,1,850,850,Trujillo
2025-03-03,101,Silla,9,350,3150,Arequipa
2025-03-06,104,Monitor,3,1200,3600,Arequipa
2025-03-20,101,Silla,1,350,350,Arequipa
2025-03-25,103,Laptop,11,3200,35200,Arequipa
2025-03-22,103,Laptop,15,3200,48000,Arequipa
2025-03-06,105,Teclado,3,250,750,Cusco
2025-03-23,101,Silla,2,350,700,Cusco
2025-03-05,105,Teclado,7,250,1750,Cusco
2025-03-26,101,Silla,8,350,2800,Trujillo
2025-03-22,106,Mouse,11,180,1980,Cusco
2025-03-02,102,Escritorio,10,850,8500,Trujillo
2025-03-07,105,Teclado,15,250,3750,Cusco
2025-03-15,104,Monitor,7,1200,8400,Lima
2025-03-17,101,Silla,8,350,2800,Arequipa
2025-03-13,103,Laptop,5,3200,16000,Trujillo
2025-03-20,104,Monitor,7,1200,8400,Cusco
2025-03-08,106,Mouse,9,180,1620,Trujillo
2025-03-01,106,Mouse,14,180,2520,Cusco
2025-03-14,102,Escritorio,9,850,7650,Arequipa
2025-03-12,106,Mouse,12,180,2160,Lima
2025-03-11,105,Teclado,6,250,1500,Arequipa
2025-03-21,103,Laptop,13,3200,41600,Trujillo
2025-03-16,102,Escritorio,10,850,8500,Arequipa
2025-03-19,104,Monitor,7,1200,8400,Arequipa
2025-03-25,102,Escritorio,13,850,11050,Arequipa
2025-03-24,103,Laptop,8,3200,25600,Arequipa
2025-03-21,104,Monitor,4,1200,4800,Cusco
2025-03-14,106,Mouse,14,180,2520,Arequipa
2025-03-24,104,Monitor,1,1200,1200,Cusco
2025-03-07,104,Monitor,3,1200,3600,Arequipa
